,molecule,logp,logd,dataset_type
316,CCCNC(=O)NS(=O)(=O)c1ccccc1,1.44,,train
317,CCC12CC3CC(N)(C1)CC(CC)(C3)C2,4.36,,train
318,C(=N/c1ccccc1)\c1ccccc1,2.82,,train
319,C=CCCCOC(=O)C(CC)N(Cc1ccco1)C(=O)n1ccnc1,3.0,,train
320,O=C(O)c1ccc(Oc2ccccc2)cc1,3.91,,train
321,COc1ccc(-c2cc[nH]c(=N)n2)cc1,,2.08,train
322,N=c1[nH]c(=N)c2ncn(C3CC(O)C(CO)O3)c2[nH]1,-0.52,,train
323,CN(CCOc1ccc(Cc2sc(=O)[nH]c2O)cc1)c1ccccn1,,2.5,train
324,COC(=O)C(CC(C)C)NC(C)=O,0.84,,train
325,CCCCOC(=O)C1(O)c2ccccc2-c2ccccc21,3.7,,train
326,CC1(C)Cc2cccc([N+](=O)[O-])c2O1,3.33,,train
327,CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,1.83,-0.09,train
328,CCOC(=O)CN1C(=O)CC1Oc1ccc(C(=O)C=Cc2ccccc2)cc1,3.3,,train
329,CON(C)C(=O)c1c(Cn2c(C)nc(Cl)c2Cl)sc2c1c(=O)n(C)c(=O)n2CC(C)C,,2.23,train
330,CCOc1ccc(Br)cc1[C@H]1C2C(=O)CC(C)(C)CC2=Nc2ncnn21,3.85,,train
331,N=C(N)NN=Cc1ccc([N+](=O)[O-])cc1,0.87,,train
332,CC(=O)Nc1cccc(OC(=O)CNC(=O)c2ccccc2)c1,1.7,,train
333,CCC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,0.3,,train
334,CCOc1cc2[nH]nc(C(N)=O)c(=Nc3cc(C)ccc3F)c2cc1N1CCN(C)CC1,,3.02,train
335,c1cncc(CN2CCCCC2)c1,1.49,,train
336,N#CN=[N+]([O-])c1ccc(F)cc1,1.8,,train
337,CCCOc1ccccc1NC(=O)OCCN1CCOCC1,2.78,,train
338,CCC[C@@H](C)NC(=O)COc1ncnc2sc3c(c12)CC[C@@H](C)C3,4.55,,train
339,CCc1cccc(C)c1C,4.34,,train
340,O=C(C=Cc1ccccc1Cl)C(F)(F)F,3.5,,train
341,Clc1ccc(Oc2ccccc2Cl)cc1Cl,5.5,,train
342,CCCNC(=O)CCn1ccc(=O)c(O)c1C,-0.4,,train
343,O=C(NCC1CCCCC1)c1cc(-n2ncc(=O)[nH]c2=O)ccc1Cl,,1.26,train
344,CCC[C@H](CO)N=c1[nH]c(S[C@@H](C)c2cccc(C#N)c2)nc2[nH]c(=O)sc12,,3.7,train
345,Nc1ccc(C(=O)NCC(=O)O)cc1,-0.89,,train
346,CCCCOC(=O)C=Cc1ccc(O)c(O)c1,3.53,,train
347,NC(COCc1cccnc1)C(=O)O,-2.44,,train
348,CCOC(=O)C(F)F,0.87,,train
349,Cn1cc(CN2CCc3cc4[nH]c(=N)sc4cc3CC2)cn1,,1.06,train
350,Cn1ccc2ccccc21,2.72,,train
351,CCC(C)NP(=O)(OC)SC,0.95,,train
352,Cc1cn([C@H]2CCCN(S(=O)(=O)c3cccc(Oc4ccccc4)c3)C2)c(=O)[nH]c1=O,,2.32,train
353,O=C(O)Cc1ccc(-c2ccc(NC(=O)c3n[nH]c(=Nc4ccccc4F)o3)cc2)cc1,,1.5,train
354,NNc1ccc([N+](=O)[O-])cc1,1.41,,train
355,C=CC(N)CCC(=O)O,-2.16,,train
356,CCCC(=O)N1CCN(c2nnc(-c3ccccc3)c3ccccc23)CC1,,3.2,train
357,O=C1C2OC[C@H](O2)[C@H]2C1[C@@H]1C=C[C@H]2C1,1.48,,train
358,Clc1ccc(C2OC2c2ccccc2)cc1,4.54,,train
359,CC(C)(C)O,0.35,,train
360,NC(=O)c1ccccc1NCC(O)CO,-0.8,,train
361,CC(=O)c1ccc2ncccc2c1,1.58,,train
362,CC(C#Cc1ccccc1)n1[nH]c(=O)c2[nH]c3cc(Cl)ccc3c(=O)c2c1=O,,1.4,train
363,O=C(O)c1cc(Cl)ccc1Cl,2.82,,train
364,CCCCOc1ccc(C(=O)OCCN(C)C)cc1,3.91,,train
365,COc1ccccc1Cl,2.68,,train
366,NC(=O)c1[nH]cnc1N,-1.1,,train
367,CCOc1ccc(NC(=O)OC(CCl)COC)cc1OCC,2.82,,train
368,CC(C)C1C(=O)N[C@H](CO)Cc2ccccc2N1C,,2.03,train
369,CCCCc1c(O)n(-c2ccccc2)n(-c2ccccc2)c1=O,3.16,0.45,train
370,COc1cc(S(C)=O)ccc1-c1nc2cc(N)cnc2[nH]1,0.33,,train
371,NC(=O)Cc1ccccc1,0.45,0.3,train
372,O=[N+]([O-])c1ncn(CC(F)CO)n1,-0.8,,train
373,CC(C)N(c1n[nH]c(=N)s1)C(C)C,,1.49,train
374,O=S1(=O)N=CNc2ccccc21,0.16,,train
375,Cc1ccc(-c2nn(C(C)(C)C)c3[nH]cnc(=N)c23)cc1,,4.1,train
376,CC(=Cc1ccccc1)[N+](=O)[O-],2.52,,train
377,COc1cc(C)n(-c2nc(C)cc(C)n2)n1,1.82,,train
378,O=[N+]([O-])C=Cc1ccc(O)cc1,2.12,,train
379,N#CC(C#N)=C(c1ccccc1)c1ccccc1,3.55,,train
380,CC(CC(=O)O)n1nnc2ccccc21,-0.2,,train
381,Cc1ccc(N(SC(F)(Cl)Cl)S(=O)(=O)N(C)C)cc1,3.9,,train
382,CCN1CC(C(=O)C(CC2CCCCC2)NC(=O)C(Cc2c[nH]cn2)NC(=O)C(Cc2ccccc2)CC(O)N(C)CCO)OC1=O,1.94,,train
383,CCOC(=O)CCCO,0.43,,train
384,O=C(O)COc1ccc(O)cc1,0.65,,train
385,Cc1cn([C@H]2CCCN(Cc3ccc(C(=O)O)c(Oc4cccc(F)c4)c3)C2)c(=O)[nH]c1=O,,-1.03,train
386,c1ccc(-c2nc3ccccc3o2)cc1,3.67,,train
387,COC(=O)CCCCCCC(=O)Nc1ccc2c(c1)-c1ccccc1C(=O)C2=O,,2.6,train
388,CCOc1ccc(-n2c(C(C)N(CC3CCN(C)CC3)C(=O)Cc3ccc(F)c(C(F)(F)F)c3)nc3ncccc3c2=O)cc1,,1.4,train
389,O=C(NCC12CC3CC(CC(C3)C1)C2)c1ccnc(N2CCNCC2)c1Cl,,1.77,train
390,Nc1ccc(S(=O)(=O)c2ccc(Cl)cc2Cl)cc1,3.12,,train
391,c1ccc(OCCOc2ccccc2)cc1,3.81,,train
392,CCCN(N=O)C(N)=O,0.3,,train
393,CC1(C)OC(c2ccco2)CN1C(=O)C(Cl)Cl,2.12,,train
394,COC(=O)CSc1nc(=NCC(C)C)nc(N2CCOCC2)[nH]1,3.75,,train
395,O=C(CO)Nc1ccccc1,0.71,,train
396,CC(C)c1ccc(C=[N+]([O-])c2ccccc2)cc1,3.37,,train
397,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,5.7,,train
398,CSCC(=O)C=NO,1.21,,train
399,C=C1C(=O)OC2C1C(O)CC(C)C1CCC(=O)C12C,0.23,,train
400,CCCC(=O)OCC(O)CO,-0.17,,train
401,Cc1ccno1,0.45,,train
402,O=[N+]([O-])C=Cc1ccc([N+](=O)[O-])o1,1.3,,train
403,CC(C)C(=O)NCCNCC(O)COCC=Cc1ccccc1,0.51,,train
404,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,,2.95,train
405,CN(N=O)C(N)=O,-0.03,,train
406,CCOC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1ccco1,3.67,,train
407,Cc1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(F)c(F)c4)CC3)CC2)cc1,,0.75,train
408,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1cccc(Cl)c1Cl,3.41,,train
409,COc1ccc(-c2nc3ccncc3[nH]2)c(OC)c1,2.56,,train
410,CCC[C@@H](CN1CCCC1)N(C)C(=O)Cc1ccc(Cl)c(Cl)c1,,2.27,train
411,Cc1ccccc1NC(=O)c1cc(Cl)ccc1O,4.21,,train
412,COc1cccc2ccccc12,3.45,,train
413,CCC(=O)c1ccc(OC(=O)NC)cc1,1.55,,train
414,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2[nH]cnc12,0.1,0.19,train
415,COc1ccc(C=NNP(=O)(N2CC2)N2CC2)cc1,0.42,,train
416,N#CCCC#N,-0.99,,train
417,NC(=O)c1ccccc1[N+](=O)[O-],-0.12,,train
418,CC(=O)c1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1,0.57,,train
419,Cc1cc(C)cc(C)c1,3.42,,train
420,CCOc1ccc(CCNCCCSCCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1,,0.41,train
421,COC[C@H](C)NC(=O)CCl,0.61,,train
422,COC(=O)Nc1cccc(F)c1,2.21,,train
423,CN(C)C(=O)Nc1ccccc1,0.98,,train
424,c1ccc2ocnc2c1,1.59,,train
425,Cc1no[nH]c1=N,0.09,,train
426,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CCCCC3)c(Cc3ccccc3C(F)(F)F)sc21,,4.07,train
427,O=C(Nc1cccc(O)c1)c1ccc(OCCCN2CCCC2)cc1OCc1cccnc1,,1.59,train
428,N=c1nc(-c2ccccc2[N+](=O)[O-])[nH]c(=N)[nH]1,0.49,,train
429,O=S1(=O)C=Cc2ccccc21,0.88,,train
430,COc1cc(C#N)ccc1OC(=O)/C=C/c1cccc(F)c1,4.46,,train
431,CCCCCC(=O)N(C)c1ccc(S(=O)(=O)N(C)C)cc1,2.16,,train
432,O=[N+]([O-])CC1=NCCN1Cc1cnc(Cl)s1,-0.04,,train
433,O=C1C(=O)N(Cc2ccc(Cl)cc2)c2ccccc21,,3.1,train
434,CC(C)CC(=O)Nc1ccc(Cl)c(Cl)c1,4.11,,train
435,Cn1c([N+](=O)[O-])cnc1-c1ccc(C(N)=O)cc1,0.98,,train
436,COC(=O)n1c(-c2cscn2)nc2ccccc21,2.05,,train
437,CCCC(C)(C)C(=O)Nc1ccc(Cl)cc1,3.83,,train
438,CC(C)CC(N)C(=O)OCn1ncc2c(=O)[nH]cnc21,0.19,,train
439,CNC(=O)NCCCCC(NC(C)=O)C(=O)NCc1ccccc1,0.06,,train
440,COC(=O)c1ccc(Cn2[nH]c(=O)c3[nH]c4cc(Cl)ccc4c(=O)c3c2=O)cc1,,1.17,train
441,NC(=O)c1cc2ccccc2[nH]1,1.61,,train
442,Clc1cc(Cl)cc(-c2ccccc2)c1,5.41,,train
443,Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)cc1,5.84,,train
444,CCc1c(OC)cc(Cc2c[nH]c(=N)[nH]c2=N)cc1OC,2.72,,train
445,Cn1cc(C(O)O)cc1O,-1.5,,train
446,CC(C)CC(N)C(=O)O.CC(N)C(=O)O,-0.54,,train
447,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,-0.39,-0.45,train
448,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(c6cccs6)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1OC,1.24,,train
449,COC1CC(OC2CCC3(C=O)C4CCC5(C)C(c6coc(O)c6)CCC5(O)C4CCC3(O)C2)OCC1OC1CC(O)C(O)C(C)O1,-0.96,,train
450,O=C(O)COc1ccc(N=Nc2ccccc2)cc1,2.99,,train
451,CC1OC(OC2CCC3(CO)C4CCC5(C)C(c6coc(O)c6)CCC5(O)C4CCC3(O)C2)CC(O)C1O,0.15,,train
452,COc1cc2[nH]cc(C(N)=O)c(=Nc3ccccc3F)c2cc1OC,,2.81,train
453,c1ccc(-n2cnnn2)cc1,1.09,,train
454,Cc1cc(C(=O)Cn2c(O)c3c(c2O)CC=CC3)c(C)n1Cc1ccc2c(c1)OCO2,4.38,,train
455,O=C(O)CCC1=NS(=O)(=O)c2ccc(C(F)(F)F)cc2N1,1.3,,train
456,ClCC(Cl)(Cl)CCl,2.72,,train
457,CC(=O)Nc1ccccc1O,0.72,,train
458,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,4.19,1.2,train
459,Cc1ccc(C(=O)N(NC(=S)Nc2ccccc2)c2ccccc2)cc1,4.08,,train
460,Cc1[nH]n(-c2ccc(F)cc2)c(=NS(=O)(=O)c2ccc(C#N)cc2)c1C(=O)N[C@@H](C)C(C)(C)C,,0.45,train
461,Clc1ccc(Cl)c(-c2cccc(Cl)c2Cl)c1,5.81,,train
462,O=c1ssc2ccccc12,2.73,,train
463,c1ccc(SCc2ccccc2CCCN2CCOCC2)cc1,3.8,,train
464,Cc1nc(C)c(-c2ccc3c(c2)CCC32CCC(c3nn[nH]n3)CC2)nc1C(N)=O,,1.4,train
465,COC(=O)c1c(Cl)cccc1Cl,2.79,,train
466,Cc1ssc(=S)c1Cc1ccccc1,3.78,,train
467,CNC(=O)Oc1ccccc1SC,1.51,,train
468,CCOc1ccc(-n2c(CC)nc3ccccc3c2=O)cc1,,3.27,train
469,CC(=O)N(C)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,-2.06,,train
470,COc1c(Cl)ccc(Cl)c1C(=O)O,2.21,,train
471,COc1ccc([C@@H]2c3c(c(O)n(-c4sc5c(c4C#N)CCCC5)c3O)ON2c2ccccc2C)cc1,5.83,,train
472,COC(=O)C(C#N)=NNc1ccccc1C(F)(F)F,3.7,,train
473,COc1cc(C(=O)Nc2cccc(C#N)c2)cc(OC)c1OC,3.44,,train
474,O=c1cc(-c2ccc(O)cc2)[nH]c2ccccc12,,2.34,train
475,CN=c1cccc[nH]1,1.12,,train
476,CCNC(C)C,0.93,,train
477,Cc1nnc(C=NO)s1,0.78,,train
478,Cc1c[nH]c(=Nc2[nH]c(=NC(C)c3ncc(F)cn3)nc(N3CCOCC3)c2F)s1,,3.27,train
479,COc1ccccc1NC(=O)NN,-0.15,,train
480,O=c1[nH]c(=Nc2ccccc2)[nH]c2c1ncn2C1CC(O)C(CO)O1,0.4,,train
481,Cc1cc[nH]c(=NCc2ccccc2O)c1,,3.35,train
482,CC1=CCC(O)(C(C)C)CC1,3.26,,train
483,C=C(C)C(=O)OCC(C)C,2.66,,train
484,c1ccc2c(c1)OCCOCCOCCOc1ccccc1OCCOCCOCCO2,2.11,,train
485,CCCNC(=O)CCC(NS(=O)(=O)c1ccc(C)cc1)C(=O)O,0.02,,train
486,CC(C)(C)c1cccc(OCC(=O)O)c1,2.96,,train
487,C[C@@H](NC(=O)CN(C1CCCCC1)S(=O)(=O)c1ccccc1)c1ccccc1,4.9,,train
488,Nc1ccc(C(=O)Oc2cccc(C(F)(F)F)c2)c(O)c1,3.61,,train
489,O=S1(=O)Nc2ccccc2N1,1.12,,train
490,CCCc1ncc([N+](=O)[O-])n1CCNC(=S)OC,1.94,,train
491,NC1C2CCC1c1ccccc1C2,1.63,,train
492,COC(=O)c1cc(-n2c(O)c3c(c2O)[C@]2(C(OC(C)=O)OC(C)=O)C=C[C@H]3O2)ccc1Cl,3.77,,train
493,NCCN1CCCC1,0.08,,train
494,CCCCCCCOC(N)=O,2.36,,train
495,NN(c1ccccc1)c1ccccc1,2.8,,train
496,CC1CN(C)CC(O)(c2ccccc2)O1,1.79,,train
497,COCCOc1nc(=N)c2[nH]c(=O)n(Cc3ccccc3)c2[nH]1,,2.26,train
498,CN(CCCN=c1[nH]c2ccccc2n2cccc12)CCCN=c1[nH]c2ccccc2n2cccc12,4.12,,train
499,O=S1(=O)OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,3.02,,train
500,N#CC1C(=N)Oc2c(oc(CO)cc2=O)C1c1ccccc1OCc1ccccc1Cl,4.34,,train
501,COC(=O)c1nonc1C,0.94,,train
502,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3ccc(CNCCc4ccccc4)cc3)c2s1,,1.11,train
503,NC(=O)Nc1ccc(Br)cc1,1.98,,train
504,O=C(O)c1c(O)cccc1O,2.2,,train
505,Clc1ccc(Cl)c(Cl)n1,2.77,,train
506,CC(=O)N(CCO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,-2.47,,train
507,CC(=O)N(C)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,2.7,,train
508,CC1(C)CC(NC(=O)NP(=O)(N2CC2(C)C)N2CC2(C)C)CC(C)(C)N1O,0.48,,train
509,O=C(O)CCCNC(=O)NC12CC3CC(CC(C3)C1)C2,0.14,,train
510,O=C(O)C(c1ccccc1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,,2.23,train
511,CCN(C=Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1)CC,-0.76,,train
512,CCCCCCc1n[nH]c(=N)o1,1.43,,train
513,O=c1[nH]nc(Cc2ccc(F)c(-n3c(O)ccc3O)c2)c2ccccc12,,1.0,train
514,Cc1ccc(S(=O)(=O)N=c2c(C(=O)NCc3ccccc3)c[nH]n2-c2ccccc2)cc1,,1.9,train
515,C=CCC1(CC)C(=O)NC(=O)NC1=O,0.95,,train
516,Nc1ccc(S(=O)(=O)c2ccc(N)cc2N)cc1,0.38,,train
517,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,,3.4,train
518,Cc1ccc(S(=O)(=O)N2CCN(C(=O)c3ccco3)CC2)cc1,,2.17,train
519,CCN(C(=O)C(=O)c1cn(CC(=O)N2CCOCC2)c2ccccc12)c1ccccc1,2.05,,train
520,CNC(=O)NC(=O)C(C)(C(=O)OCOC)C1=CCCCC1,1.8,,train
521,CC(=O)Nc1ccc(C(=O)O)cc1,1.31,,train
522,CCN1C(=O)C(=O)c2ccccc2C1=O,1.13,,train
523,CC1=NS(=O)(=O)c2cc(Cl)ccc2N1,1.2,1.05,train
524,CC(C)C[C@H](CO)N=c1[nH]c(SCc2ccccc2)nc2[nH]c(=N)sc12,,4.2,train
525,CCOc1ccc(C(=O)O)cc1OCC,2.37,,train
526,N=c1ccc2nc3ccccn3c2[nH]1,1.38,,train
527,Brc1c(Br)c(Br)c(Br)c(Br)c1Br,6.07,,train
528,NS(=O)(=O)c1cc2c(cc1Br)NCNS2(=O)=O,0.08,,train
529,CCOc1ccc(NC(C)=O)cc1,1.58,1.5,train
530,OCC(O)C(O)C(O)C(O)CO,-3.1,,train
531,Cc1ccccc1N[C@@H](c1ccccc1F)P(=O)(OC(C)C)OC(C)C,5.63,,train
532,O=C(NN=Cc1ccccc1O)c1ccc(O)cc1,2.56,,train
533,Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1,5.5,,train
534,O=[N+]([O-])c1ccccc1SSc1ccccc1[N+](=O)[O-],3.37,,train
535,CNC(=O)Oc1cccc(C=O)c1,0.92,,train
536,CCCOc1cn[nH]c1,1.42,,train
537,COC(=O)CS(=O)(=O)c1ccc(Cl)cc1,1.31,,train
538,CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,4.12,,train
539,CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,1.47,,train
540,N#Cc1cnc(Cl)cn1,0.92,,train
541,CN(C)C(=O)CC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,,2.4,train
542,CCCSc1ncccc1C(=O)N(C)[C@@H]1[C@H]2CC3C[C@@H]1C[C@](O)(C3)C2,,2.48,train
543,Cc1c(Sc2ccc(Cl)cc2)c2cccc(Cl)c2n1CC(=O)O,,2.0,train
544,CCC(Br)(CC)C(=O)NC(N)=O,1.54,,train
545,O=C(Nc1ccc(N2CCOCC2)nc1)c1n[nH]c(=Nc2ccc(F)cc2)o1,,3.0,train
546,COCCOCCOc1ccc(-c2cc(C(N)=O)c(NC(N)=O)s2)cc1,,2.21,train
547,CCN1CC(C(=O)C(CC2CCCCC2)NC(=O)C(Cc2c[nH]cn2)NC(=O)C(Cc2ccccc2)CC(O)N2CCOCC2)OC1=O,2.2,,train
548,CCOC(=O)C(=Cc1ccc(F)cc1)C(=O)OCC,3.1,,train
549,COC1CC(OC2CCC3(C)C(CCC4C3CCC3(C)C(c5coc(O)c5)C(OC(C)=O)CC43O)C2)OC(C)C1OC(C)=O,2.95,,train
550,C[N+](C)(CCCCc1ccccc1)CCCS(=O)(=O)[O-],-1.17,,train
551,NCC(=O)NC(Cc1ccccc1)C(=O)NC(Cc1c[nH]cn1)C(=O)O,-0.92,,train
552,CNC12CCCCC1CSc1ccccc12,3.88,,train
553,CC(C)OC(=O)CSc1ccc(Cl)cc1[N+](=O)[O-],3.0,,train
554,O=C(O)C=Cc1ccc([N+](=O)[O-])o1,0.68,,train
555,CC(C)(C)C1(Cl)C(=O)NC(=O)NC1=O,0.82,,train
556,CCN(CC)CCNC(=O)c1ccc(N)cc1OC,1.4,,train
557,CC(C)C(N)C(=O)O,-2.26,,train
558,CCN(CC)C(=O)c1ccc(C(c2cccc(NC(=O)C3CC3)c2)N2CCN(CCOC)CC2)cc1,,2.35,train
559,CN(C)C(N(C)C)=S(I)c1c(Cl)cc(Cl)cc1Cl,0.05,,train
560,CCC(C)=NO,0.63,,train
561,Cn1cnc2c1c(=O)[nH]c(=O)n2C,-0.78,,train
562,C#CCCC(=O)N(C)c1ccc(S(=O)(=O)N(C)C)cc1,0.88,,train
563,COc1ccc(C(=O)Nc2ccc3nn(C4CCCC4)nc3c2)cc1,4.03,,train
564,c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,5.97,,train
565,N=c1[nH]nco1,-1.44,,train
566,C[C@H](CO)N=c1[nH]c(SCc2cccc(F)c2F)nc2[nH]c(=O)c(C#N)cc12,,3.32,train
567,ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl,6.16,,train
568,COc1cc(C=C[N+](=O)[O-])ccc1O,1.88,,train
569,CNC(=O)NC(=O)c1ccccc1,1.27,,train
570,CCCc1ccncc1,2.1,,train
571,COC(=O)c1ccc(-n2sc3ccccc3c2=O)cc1,3.49,,train
572,COc1cc(C)c2c(c1OC)-c1ccc(SC)c(=O)cc1C(NC1OCC(O)C(O)C1O)CC2,1.4,,train
573,CCCCOC(=O)C1=C(C)N=C2CCCC(=O)C2[C@H]1c1ccccc1OC,4.21,,train
574,ClCC1(CCl)C2C(Cl)C(Cl)C1(CCl)C(Cl)(Cl)C2Cl,5.74,,train
575,COc1ccc(CNC(=O)CSc2nc3cccnc3s2)cc1,,2.5,train
576,O=[N+]([O-])c1cc(S(=O)(=O)Nc2ccccc2)ccc1Nc1ccccc1,4.6,,train
577,N=c1c(C(N)=O)n[nH]n1-c1ccccc1,,0.74,train
578,C=C(C)C(=O)OC1Cc2cc(oc2O)CC2(C)OC2C2OC(=O)C(=C)C12,0.69,,train
579,Clc1ccccn1,1.22,,train
580,Cc1ccc2c(c1)C(NC(=O)CN1CCCCC1)CO2,2.78,,train
581,CCCSC(=O)N(CCC)CCC,3.84,,train
582,CC(C)COC(=O)C=Cc1ccc([N+](=O)[O-])o1,3.14,,train
583,Nc1ccc(F)cc1F,1.54,,train
584,Cc1ccccc1NC(=O)CCS(=O)(=O)c1ccc(Br)s1,,2.7,train
585,C=CCN=c1[nH]cc(-c2ccncc2)cc1C#N,2.07,,train
586,CS(=O)(=O)Nc1cccc(NC(=O)CN2CCN(C(=O)C[C@H](N)Cc3ccc(F)c(F)c3)[C@H](Cc3ccccc3)C2)c1,,2.06,train
587,COc1ccc(N(C(=O)c2ccccc2)C(C)C(=O)NC2CCCC2)c(OC)c1,,3.02,train
588,NS(=O)(=O)c1ccc(S(=O)(=O)CCCCO)c(F)c1,-0.26,,train
589,CC(O)(C(=O)Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1)C(F)(F)F,,3.07,train
590,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,5.73,,train
591,Oc1cc(Cl)cc(Cl)c1,3.62,3.58,train
592,CC(=O)NCCC(=O)N(C)c1ccc(S(=O)(=O)N(C)C)cc1,-0.35,,train
593,CC[C@H](CO)N=c1[nH]c(SCc2ccccc2)nc2[nH]c(=N)sc12,,3.27,train
594,O=C(O)C1CCc2cc(Cl)ccc2O1,2.4,,train
595,Cc1ccc(SCCNc2ccccc2C(N)=O)cc1,3.15,,train
596,CCOP(=O)(OCC)Oc1c(Cl)cc(SC)cc1Cl,3.72,,train
597,N#CCCc1ccccc1,1.72,,train
598,CC12CCC(=O)C=C1C(F)CC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,1.67,,train
599,CC(C)CC(N)C(=O)NC(CC(C)C)C(=O)NC(C(=O)NC(Cc1ccccc1)C(=O)O)C(C)C,-0.25,,train
600,c1ccc(NNc2ccccc2)cc1,2.94,,train
601,O=C(Nc1ccc(Cl)cc1)c1cc([N+](=O)[O-])ccc1O,2.54,,train
602,COC(=O)Nc1ccccc1C(F)(F)F,2.09,,train
603,COc1ccccc1NC(C)=O,0.67,,train
604,CCOc1cc(C(=O)Oc2ccc3c(C)cc(=O)oc3c2)cc(OCC)c1OCC,6.15,,train
605,CC(=O)Nc1c(C)cc(O)c(C)c1C,0.75,,train
606,CCOC(=O)CCCCCn1nnc2ccccc21,2.68,,train
607,CCOc1cc2[nH]nc(C(N)=O)c(=Nc3ccc(F)cc3F)c2cc1N1CCN(C)CC1,,2.63,train
608,CC1(C)CC2=NOS3=C2C(=NO3)C1,1.9,,train
609,CC(C)NNC(=O)COc1ccccc1Cl,1.82,,train
610,CCN=c1[nH]cc(-c2ccncc2)cc1C#N,2.33,,train
611,COCCS(=O)(=O)N1CCN(c2ccc(N=c3nc(-c4cnc(C)n4C(C)C)cc[nH]3)cc2)CC1,,2.75,train
612,CCCCNC(=O)n1cc(F)c(=O)[nH]c1=O,1.44,,train
613,O=C1COc2ccc(CNC3CCN(CCN4C(=O)COc5ccc(F)cc54)CC3)nc2N1,,0.9,train
614,COC(=O)C(C)(C)C,1.83,,train
615,ClC(Cl)(Cl)c1nc(=NCc2ccccc2)nc(C(Cl)(Cl)Cl)[nH]1,4.93,,train
616,CS(=O)c1cccs1,0.91,,train
617,Cc1ccc2cccc(C)c2c1,4.44,,train
618,CSc1nnc(CCC(C)C)c(=O)n1N,1.85,,train
619,CC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccccn1,,1.3,train
620,CCC(C)(C)c1ccc(C2CCCC(O)C2)c(O)c1,4.32,,train
621,C=CC(=O)OCC(C)O,0.35,,train
622,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1ccccc1,,0.18,train
623,OC(O)=c1[nH]c2cc(Cl)cc(Cl)c2c1=Cc1ccn(-c2ccccc2)c1O,,1.85,train
624,COc1cccc(CN=c2[nH]c(=NC(C)C)[nH]c3ccsc23)c1OC,,3.7,train
625,CN=c1cccc(CCOc2ccc(CC(NC(=O)c3ccccc3Cl)C(=O)O)cc2)[nH]1,,-0.31,train
626,CC(=O)NC(=O)C1CCC1,-0.4,,train
627,CC(C)C(N)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,-0.51,,train
628,CCCN(C(C)=O)C(C)C,1.48,,train
629,COC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],4.26,,train
630,COCCN(c1cc[nH]c(=Nc2cc(N3CCOCC3)cc(N3CCOCC3)c2)n1)c1cc(CO)ccc1C,,2.8,train
631,S=c1[nH]c2ccccc2s1,2.42,,train
632,O=C(CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,3.91,,train
