,molecule,logp,dataset_type
335,CNC(=O)Oc1ccc(Cl)cc1,2.01,validation
336,C=CCOC(=O)Nc1ccc(OCC)c(OCC)c1,2.75,validation
337,CCC(=O)OC1(c2ccccc2)CCN(C)CC1CC,3.61,validation
338,CSC(C)=NOC(=O)N(C)SN(C)C(=O)C1CC1,1.7,validation
339,CN(C)c1ccccn1,1.65,validation
340,CCCCCCNC(=O)CCC(NS(=O)(=O)c1ccc(C)cc1)C(=O)O,0.84,validation
341,Oc1cc(Cl)c(Cl)c(Cl)c1O,3.71,validation
342,CCC1(CC)OC(=O)c2ccccc21,2.69,validation
343,COc1ccc(C(c2ccc(OC)cc2)C(Cl)Cl)cc1,4.47,validation
344,Clc1ccc(Oc2cccc(Cl)c2Cl)cc1,5.63,validation
345,Cc1ccc(S(=O)(=O)N2CCCN(S(=O)(=O)c3ccc(C)cc3C)CC2)c(C)c1,5.01,validation
346,CC(=O)OC=C1CSC2C(NC(=O)Cc3cccs3)C(=O)N2C1C(=O)OCOC(=O)C(C)(C)C,1.57,validation
347,O=[N+]([O-])c1nccn1C1SC(CO)C(O)C(O)C1O,-0.66,validation
348,CCCCCOc1ccccc1NC(=O)OCCN1CCOCC1,3.7,validation
349,CC(CCC(N)=O)n1nnc2ccccc21,1.15,validation
350,O=C(OC(=O)c1ccccc1)c1ccccc1,2.26,validation
351,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)c(F)c21,0.3,validation
352,Cn1c([N+](=O)[O-])cnc1C=Cc1cc[nH]c(=N)n1,0.85,validation
353,Clc1cc(Cl)cc(-c2cc(Cl)cc(Cl)c2)c1,6.6,validation
354,NC(=O)c1cccnn1,-0.73,validation
355,COC(=O)C(C#N)=Cc1ccc(Cl)o1,2.4,validation
356,CCCC(=O)OCOc1ccccc1C(N)=O,1.66,validation
357,CC1(C)C(=O)NC(=S)NC1=O,0.5,validation
358,NC(=O)N(CCCl)N=O,0.57,validation
359,Clc1cc(Cl)c(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c(Cl)c1,7.55,validation
360,O=C(CNC(=O)c1ccccc1)Oc1cccc(C(F)(F)F)c1,3.3,validation
361,CC(=O)N1CCCC1=O,-0.05,validation
362,O=C1CC(c2ccc(O)c(O)c2)Oc2cc(O)ccc21,1.94,validation
363,Cc1cc(C)c2ccccc2c1,4.42,validation
364,CNC(=O)NCCCn1nc(-c2ccccc2)ccc1=O,1.16,validation
365,CN(C)C(=O)Nc1ccc(Oc2nnnn2Cc2ccccc2)cc1,1.7,validation
366,CCCCN1C(=O)N(C)[C@@H]2[C@H]1N(C)C(=O)N2CCCC,2.69,validation
367,COC(=O)c1cccc(NC(=O)c2ccc(C)cc2)c1,3.72,validation
368,O=C(O)Cc1ccc(Br)cc1,2.31,validation
369,Nc1cccc(S(=O)(=O)O[Na])c1,-3.4,validation
370,CCn1c(=NC[C@@H](O)c2ccccc2)[nH]c2c1c(=O)n(C)c(=O)n2C,3.24,validation
371,CNC(=O)N(C)S(=O)(=O)c1cccnc1,0.42,validation
372,O=c1[nH]c2c(O)ccc(CCNCCCS(=O)(=O)CCOCCc3ccccc3[N+](=O)[O-])c2s1,1.37,validation
373,[N-]=[N+]=NC1CC(n2cnc3c(=N)[nH]c(=N)[nH]c32)OC1CO,0.24,validation
374,O=S1(=O)N=C(C2CCCCC2)Nc2ccccc21,2.2,validation
375,CCCCOc1ccc(CC(O)=NO)cc1,2.08,validation
376,COc1cccc2c(O)c3c(O)c4c(c(O)c3c(N)c12)=C(OC1CC(N2CCOCC2C#N)C(O)C(C)O1)CC(O)(C(=O)CO)C=4,1.97,validation
377,CCC(Br)(CC)C(=O)NC(N)=O,1.54,validation
378,Cc1cnnc2cc(Cl)ccc12,1.98,validation
379,CNC(=O)Oc1cccc(C(C)=O)c1,0.9,validation
380,C=CC(C)(O)CCC=C(C)C,2.97,validation
381,c1ccc(NC2=NCCN2)cc1,1.01,validation
382,O=C(CN1CCCC1)NC1COc2ccc(Cl)cc21,2.47,validation
383,COC(=O)Cc1ccc(O)c2ncccc12,1.59,validation
384,COc1cc2c(cc1OC)C13CCN4CC5=CCOC6CC(=O)N2C1C6C5CC43,0.98,validation
385,Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],1.6,validation
386,ClCC1(C(Cl)Cl)C2CC(Cl)(Cl)C1(C(Cl)Cl)C(Cl)C2Cl,5.8,validation
387,COc1ccc(Cc2ccccc2C(N)=O)cc1,1.63,validation
388,COc1cc(CC(=O)O)ccc1O,0.33,validation
389,O=C(Nc1ccccc1)c1cc([N+](=O)[O-])ccc1O,3.66,validation
390,Fc1ccccc1F,2.37,validation
391,CCCCNC(=O)C=Cc1ccc([N+](=O)[O-])o1,2.36,validation
392,CCc1ccc(O)cc1,2.58,validation
393,FCC1CO1,-0.16,validation
394,N#CC1CC1,0.68,validation
395,CCOc1ccccc1OCC1CN=C(N)O1,1.24,validation
396,CCCS(=O)(=O)c1cc(OC)c(OC)c(OC)c1,1.56,validation
397,CCCc1ncc([N+](=O)[O-])n1CCNC(=S)OC,1.94,validation
398,CSc1ncccn1,1.01,validation
399,CC(O)(C(=O)O)c1ccccc1,0.8,validation
400,Cn1c(=N)[nH]c2ccc(C#N)cc21,1.29,validation
401,O=C(O)Cc1cc(O)ccc1Nc1c(Cl)cccc1Cl,3.94,validation
402,O=c1[nH]c(O)c(-c2ccccc2)c(=O)[nH]1,-0.17,validation
403,COC(=O)Nc1ccc(Cl)cc1,2.55,validation
404,N=c1[nH]cc(Cc2cc(Cl)c(Cl)cc2Cl)c(=N)[nH]1,3.79,validation
405,CCOP(=S)(OCC)Oc1ccc(N)cc1,2.6,validation
406,c1ccc(Cn2ccnc2)cc1,1.6,validation
407,NC(=O)Nc1ccc(Cl)c(Cl)c1,2.65,validation
408,CN(C)CC/C=C1\c2ccccc2Sc2ccc(Cl)cc21,5.18,validation
409,C[N+](C)(CCCCS(=O)(=O)[O-])CCc1ccccc1,-2.06,validation
410,NC(=O)Nc1cccc(C(F)(F)F)c1,2.31,validation
411,CCc1[nH]c(=N)[nH]c(=N)c1-c1ccc(Cl)c(Cl)c1,3.03,validation
412,CN(C)CC(CN1c2ccccc2Sc2ccccc21)N(C)C,4.76,validation
413,CNC(=S)NCc1ccccc1,1.35,validation
414,O=C(CO)NCc1ccccc1,0.55,validation
415,OCc1ccc2ccccc2c1,2.21,validation
416,Cc1ccc(C)c(S(=O)(=O)N(C)c2ccc(OC(=O)c3ccc4c(c3)OCO4)cc2)c1,5.87,validation
417,Cn1c([N+](=O)[O-])cnc1-c1ccc(F)cc1,1.83,validation
418,CC(=O)COc1ccccc1,1.04,validation
419,COc1cc(CC(=O)O)ccc1OCC1CCCCC1,3.35,validation
420,CCN(CC)S(=O)(=O)c1ccc2nnn(OCC(=O)NC(c3ccccc3)c3ccccc3)c2c1,4.49,validation
421,CN(C1CCCCC1)C1CCCCC1,3.71,validation
422,c1ccc(-n2nnnc2OCCOc2nnnn2-c2ccccc2)cc1,3.72,validation
423,c1cncc(CN2CCCC2)c1,1.1,validation
424,CC(=O)Nc1cncnc1,-0.22,validation
425,CCCCCCOc1ccc(S(N)(=O)=O)cc1,2.93,validation
426,C[C@H]1CN(C(=O)c2cc(-c3ccc4c(c3)OCO4)nc3ccccc23)C[C@H](C)O1,4.19,validation
427,NS(=O)(=O)c1cc(S(=O)(=O)c2cccc(O)c2)cs1,1.4,validation
428,Oc1ccc(I)c2cccnc12,3.27,validation
429,O=S(=O)(Nc1ccccc1)c1ccccc1,2.58,validation
430,CCCCCC(=O)O[Na],-2.17,validation
431,O=C(O)CCCCCc1ccccc1,3.27,validation
432,CC1N=C(N=c2[nH]cc([N+](=O)[O-])s2)OC1(C)C,1.88,validation
433,CCN(C(=O)Cn1c(O)c2c(c1O)CCCC2)c1nnc(-c2ccc(Cl)cc2)s1,4.91,validation
434,CNS(=O)(=O)c1ccccc1,0.92,validation
435,O=Nc1ccc(O)c2ccccc12,2.27,validation
436,COC(=O)C=CCN1C(=O)c2ccccc2C1=O,2.46,validation
437,CC(=O)c1csc(-c2ccc(C(C)C(=O)O)cc2)n1,2.65,validation
438,c1ccc(-c2cnccn2)cc1,2.07,validation
439,CCc1cc(S(=O)(=O)O[Na])c2cccccc1-2,-1.07,validation
440,CN(C)c1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(N(C)C)c1,1.6,validation
441,CC[N+](C)(C)[N-]C(=O)C(O)(c1ccccc1)c1ccccc1,0.87,validation
442,O=C(OOC(=O)c1ccccc1)c1ccccc1,3.46,validation
443,CSC(=O)c1c(C(F)F)nc(C(F)(F)F)c(C(=O)SC)c1CC(C)C,4.75,validation
444,CN(C)C(=O)Nc1ccc(Oc2nnn(Cc3ccccc3)n2)cc1,2.25,validation
445,CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,0.98,validation
446,CCOC(=O)c1cccc([N+](=O)[O-])c1,2.35,validation
447,O=[N+]([O-])c1ncn(CC(O)CF)n1,-0.59,validation
448,CCCCCCCCCCCCc1ccc(S(=O)(=O)O[Na])cc1,1.96,validation
449,CN=Cc1ccccc1,1.64,validation
450,NCC(F)(F)F,0.24,validation
451,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,3.93,validation
452,COc1cc(Cl)c(Cl)c(Cl)c1,4.22,validation
453,C(=N/c1ccccc1)\c1ccccc1,2.82,validation
454,CC(C)c1nc(-c2cccnc2)c(-c2ccc(F)cc2)n1C=CC(O)CC(O)CC(=O)O[Na],-0.43,validation
455,OC(c1ccccc1)C1CCCCN1,1.58,validation
456,CCCCC(C)=O,1.38,validation
457,CC(C)N(C=Nc1ccn(C2CC(O)C(CO)O2)c(=O)n1)C(C)C,0.17,validation
458,CCOC(=O)C(C#N)=NNc1ccccc1Cl,3.38,validation
459,O=C(O)c1cccc(Br)c1,2.87,validation
460,C=c1[nH]cc(CO)c(=CNNC(=O)c2ccc([N+](=O)[O-])cc2)c1=O,1.55,validation
461,CCCCC(=O)OCC(=O)C1(O)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C,3.87,validation
462,CC(NC(=O)C(Cc1ccccc1)NC(=O)C([NH3+])Cc1c[nH]c2ccccc12)C(=O)[O-],-1.0,validation
463,CCCN(CCC)C1COc2ccc(O)cc2C1,3.19,validation
464,CC(C)CC(N)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,-1.94,validation
465,CCCCCCOc1ccc(NC(=O)OCCN2CCOCC2)cc1,4.51,validation
466,Cc1ccc(CO)cc1,1.58,validation
467,Cc1cn(C2CC(F)C(CO)O2)c(=O)[nH]c1=O,-0.28,validation
468,CNC(=O)NCCn1nc(-c2ccccc2)ccc1=O,0.39,validation
469,COC(=O)Nc1cccc([N+](=O)[O-])c1,2.0,validation
470,COc1ccc(-c2nnc(SCc3cc(=O)oc4ccc5ccccc5c34)n2N)cc1,4.24,validation
471,C=CCOc1ccc(C(=O)c2ccc3n2CCC3C(=O)O)cc1,3.48,validation
472,CCN(CC)S(=O)(=O)N1CCCC(C(=O)NC2CCCCC2)C1,3.58,validation
473,O=NN(CCCl)C(=O)NCCO,0.3,validation
474,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(c7coc(O)c7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,1.85,validation
475,Clc1ccc2c(c1)Oc1ccc(Cl)cc1O2,5.75,validation
476,ON=C(c1ccccc1)c1ccccc1,3.2,validation
477,Cc1ccc(C(=O)N2C(=O)c3cccc(N)c3C2=O)cc1NC(=O)c1ccco1,3.55,validation
478,CC(=O)C(NC(=O)C(N)CC(C)C)C(=O)NC(CC(C)C)C(O)O,0.24,validation
479,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,5.73,validation
480,CC(=O)N=c1cnc(Cl)c[nH]1,0.56,validation
481,CCOC(=O)c1ccc(OCC(OC(=O)n2ccnc2)C(C)(C)C)cc1,4.12,validation
482,CC(=O)N1Cc2ccccc2CC1C(=O)OCc1ccc(C#N)cc1,2.41,validation
483,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCC2)cc1,1.34,validation
484,CCCNC(=O)NN,-1.1,validation
485,Cc1ccc2c(c1)N=C(CCCC(=O)O)NS2(=O)=O,0.33,validation
486,CN(C)c1ccc2c(c1)C(=O)N(OS(C)(=O)=O)C2=O,1.65,validation
487,COC(=O)C1(S(=O)(=O)c2ccccc2)CC1,1.43,validation
488,COC(=O)C(C)N(C(=O)c1ccco1)c1c(C)cccc1C,2.61,validation
489,COc1ccccc1N1CCN(CCNC(=O)c2cccnc2)CC1,1.2,validation
490,CCN=c1[nH]c(Oc2ccc(OCC)nn2)nc(=NC(C)C)[nH]1,3.14,validation
491,Cc1cccc(C(=O)NN)c1,0.74,validation
492,CC(=O)c1ccc(C(C)(C)C)cc1NC(=O)c1ccccc1,5.13,validation
493,CCCC(=O)OC1C(C)OC(OC2C(C)OC(OC3C(CC=O)CC(C)C(O)C=CC=CCC(C)OC(=O)CC(O)C3OC)C(O)C2N(C)C)CC1(C)OC(=O)CC,3.08,validation
494,CCCCSC(C)(C)C(N)=O,1.81,validation
495,CC(C)(C)OCCO,0.39,validation
496,CCC(C(=O)NC(N)=O)(C(=O)OC)c1ccccc1,1.58,validation
497,N#CCC(=O)O,-0.76,validation
498,CC1C2CCC3C(O)C2(CC(O)C2(O)C1CC(O)C2(C)C)CC3(C)O,1.51,validation
499,N=c1[nH]c(=O)c2[nH]c(N)c(Cc3ccsc3)c2[nH]1,1.08,validation
500,Cc1cc2c(cc1S(N)(=O)=O)S(=O)(=O)N=CN2,-0.32,validation
501,Cn1cccc1,1.21,validation
502,O=C(O)CCCC(=O)c1ccccc1,1.49,validation
503,NC(CC1CCCCC1)C(=O)O,-0.58,validation
504,NS(=O)(=O)c1cccc(Cl)c1,1.29,validation
505,O=C1NC(=O)C2(CCCCCCC2)C(=O)N1,1.79,validation
506,CCOC(=O)c1c[nH]c2c(c(C)nn2C)c1=Nc1cccc(Cl)c1,2.27,validation
507,Cc1ssc(=S)c1-c1ccccc1,3.17,validation
508,Cc1[nH]oc(=NS(=O)(=O)c2ccc(N)cc2)c1C,1.01,validation
509,CCCc1nccnc1C,1.57,validation
510,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)ccc1SC,1.92,validation
511,Cc1cccc(C)c1C(=O)O,2.21,validation
512,CCC1CCCCN1C(=O)COC(=O)c1ccccc1,2.62,validation
513,CCCCCCC1Nc2cc(C(F)(F)F)c(S(N)(=O)=O)cc2S(=O)(=O)N1,2.66,validation
514,CSc1ncnc2ncn(C3OC(CO)C(O)C3O)c12,0.09,validation
515,CC1(O)CC23CC(O)C4(O)C(CC(O)C4(C)C)C(C)(O)C2CCC1C3O,0.27,validation
516,O=c1[nH]c(=Nc2ccccc2)[nH]c2c1ncn2CC(O)CSCCO,0.83,validation
517,COc1cccc(CC(=O)O)c1,1.5,validation
518,C[N+](C)(CCCCc1ccccc1)CCCCS(=O)(=O)[O-],-1.41,validation
519,CCC(C)[N+](=O)[O-],1.2,validation
520,CCN(C)N=Nc1ccc(C(N)=O)cc1,1.69,validation
521,N#Cc1cncc(Cl)n1,0.79,validation
522,CN=c1[nH]c(=O)cc(-c2ccc([N+](=O)[O-])o2)s1,0.86,validation
523,CN(C)C=Nc1ccn(C2CC(F)C(CO)O2)c(=O)n1,-0.64,validation
524,c1ccc2c(c1)OCCOCCOCCOCCOCCOCCOCCOCCOCCO2,0.03,validation
525,N#CC(Cl)(Cl)Cl,2.09,validation
526,CSc1nc(=NC(C)C)[nH]c(=NC(C)C)[nH]1,3.51,validation
527,COc1cc(Cl)c(NC2=NCCN2)c(Cl)c1,1.6,validation
528,CC(O)Cn1ccnc1[N+](=O)[O-],-0.16,validation
529,N#Cc1cccc(OCC(=O)O)c1,0.95,validation
530,CSc1cccc(OCC(=O)O)c1,1.9,validation
531,C=CCCBr,2.53,validation
532,CCc1cccc(NC(=O)NC)c1,2.1,validation
533,NC(CCCCNC=O)C(=O)O,-2.84,validation
534,COc1ccc(C2CC(=O)C3C(=Nc4ccccc4N(C(=O)C(F)(F)F)C3c3cc(OC)c(OC)c(OC)c3)C2)cc1,4.87,validation
535,CC12CCC(=O)C=C1CCC1C3CCC4(CCC(=O)O4)C3(C)CC(O)C12F,2.4,validation
536,C#CCCOCn1ccnc1C=NO,0.67,validation
537,COc1cc(C=O)ccc1OCCOC(=O)c1ccccc1Cl,3.21,validation
538,CCCC(=O)OCCOCn1cnc2c(=O)[nH]c(=N)[nH]c21,-0.08,validation
539,CCCN(CCCCC(NC(C)=O)C(=O)NCc1ccccc1)C(=O)NC,1.6,validation
540,COC(=O)CCCCCC(=O)OCC(=O)C1(O)CCC2C3CC=C4CC(=O)CCC4(C)C3C(O)CC21C,3.7,validation
541,CS(=O)(=O)Oc1cccc(NC(=O)Cc2ccccc2)c1,2.32,validation
542,COC(C)=O,0.18,validation
543,CCCCN(CCOC(C)=O)c1ccc(N=Nc2c(C#N)cc([N+](=O)[O-])cc2C#N)c(C)c1,5.5,validation
544,C1CCCCCC1,4.0,validation
545,CCOC(=O)c1ccc(OCC(OC(=S)n2ccnc2)C(C)(C)C)cc1,4.77,validation
546,COc1ccc(N(C)C(C)=O)cc1,0.72,validation
547,COc1ccc([N+]([O-])=NC#N)cc1,2.15,validation
548,C#CCN(C)C(C)Cc1ccc(F)cc1,3.0,validation
549,CC=C(C)C,2.67,validation
550,CCN(CC)C(C)CC(=O)Nc1c(C)cccc1C,2.63,validation
551,Cc1[nH]n(-c2ccccc2)c(=Nc2ccc([N+](=O)[O-])cc2)c1[N+](=O)[O-],2.78,validation
552,COCN1C(=O)CN=C(c2ccccc2)c2cc(N)ccc21,1.32,validation
553,CCCCOc1ccc([N+](=O)[O-])cc1,3.5,validation
554,CC(C)CCOC(=O)c1cc(=O)[nH]c(=O)[nH]1,1.48,validation
555,CCCCCCCCOC(N)=O,2.84,validation
556,CCCC1CNC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)C1,0.04,validation
557,CNc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(NC)c1,0.44,validation
558,COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,5.21,validation
559,O=C(O)c1cc(I)cc(I)c1O,4.56,validation
560,CC(C)CC(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,0.39,validation
561,CCCCc1cc(S(=O)(=O)O[Na])c2cc(C(C)C)cccc1-2,0.1,validation
562,CCCCCCOCCO,1.86,validation
563,COc1ccccc1N1CCN(CCNC(=O)c2cccs2)CC1,2.0,validation
564,Cc1nccnc1CC(C)C,1.96,validation
565,COc1cccc(OC)n1,2.3,validation
566,CN(C)CCCCN(Cc1ccc(C(C)(C)C)cc1)c1ccccc1,5.53,validation
567,CC(C)(C(=O)O)n1nc2ccccc2n1,0.64,validation
568,CCc1cnccn1,0.69,validation
569,CCOc1ccc2nccnc2c1,2.22,validation
570,Fc1ccc(CCl)cc1,2.73,validation
571,CC(C)CC1=NS(=O)(=O)c2ccc(Cl)cc2N1,2.35,validation
572,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)n1,1.64,validation
573,Cc1cc(Cl)ccc1OCC(=O)O,3.25,validation
574,CC1(C)N=C(N)N=C(N)N1c1ccc(F)cc1,0.37,validation
575,CN(C)CCOC(=O)c1ccc([N+](=O)[O-])cc1,1.7,validation
576,CCC(C(=O)OCc1ccccc1)C(CO)Cc1cncn1C,1.97,validation
577,CCCCOC(=O)n1cnc(CSCCN=C(NC)NC#N)c1C,2.15,validation
578,Brc1cc(Br)c(NC2=NCCN2)c(Br)c1,2.75,validation
579,CCc1cc(NC(C)=O)ccc1O,1.31,validation
580,CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2O,4.16,validation
581,COc1ccc(CC=NC=O)cc1,1.94,validation
582,CC(C)(C)NC(=O)C1CN(Cc2cccnc2)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O,2.92,validation
583,NS(=O)(=O)c1ccc(O)cc1,0.06,validation
584,O=C1NC(c2cccc3ccccc23)Nc2ccccc21,2.96,validation
585,Cc1ccc(N)cc1C,1.84,validation
586,CCCCCOc1cccc(NC(=O)OCCN2CCCCC2)c1,5.08,validation
587,OCC1OC(OC2CCCCC2)C(O)C(O)C1O,-0.63,validation
588,CC(C(=O)O)c1ccc(-c2nc(C(F)(F)F)cs2)cc1,3.78,validation
589,CN=C(C[N+](=O)[O-])NCCSCc1[nH]cnc1C,-0.4,validation
590,CNC(=S)NCCCCC(NC(=O)C(CC(=O)N1CCOCC1)Cc1cccc2ccccc12)C(=O)NC(CC1CCCCC1)C(O)CC(=O)NCCN1CCOCC1,1.68,validation
591,CCCCn1cnc2c(=NC(C)=O)[nH]cnc21,0.55,validation
592,c1ccc2nc3c4ccccc4c4ccccc4c3cc2c1,5.66,validation
593,O=C(O)C1OC(O)C(O)C(O)C1O,-2.57,validation
594,CC1(C)SC2C(NC(=O)Cc3ccc(Cl)cc3Cl)C(=O)N2C1C(=O)O,3.3,validation
595,N=c1[nH]c(=O)c2ncn(C3CCC(CO)O3)c2[nH]1,-1.01,validation
596,CCOC(=O)c1cccc2c1C(=O)C(=O)N(CC)C2=O,1.31,validation
597,NC(CC(=O)O)c1ccccc1,-1.4,validation
598,CP(C)c1ccccc1,2.57,validation
599,Cc1ccccc1C1=NCC(=O)Nc2ccc(Cl)cc21,3.12,validation
600,CCCCc1ccc(NC(=O)OC)cc1,3.69,validation
601,N=c1[nH]c(NC2CCCCC2)cc(N)[n+]1[O-],1.62,validation
602,ClC1=CC(Cl)C(Cl)C(Cl)C1Cl,3.95,validation
603,CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,4.01,validation
604,O=C(O)/C=C/c1ccc([N+](=O)[O-])cc1,2.12,validation
605,COc1ccccc1C(=O)N(NC(=O)c1ccccc1)C(C)(C)C,2.04,validation
606,N=C1NCC(CN2CCN(c3ccc(F)cc3)CC2)O1,1.0,validation
607,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(N)C(C)C2OC(=O)OC12C,2.92,validation
608,COc1ccc(C=O)cc1O,0.97,validation
609,CCC1(c2ccccc2)C(=O)NC(=O)N(C(C)C)C1=O,2.58,validation
610,CCC1(C(C)c2ccccc2)C(=O)NC(=O)N(C)C1=O,3.14,validation
611,O=C(O)CCC(=O)O,-0.59,validation
612,Oc1ccc(O)n1-c1cc(Cl)cc(Cl)c1,1.4,validation
613,NC(=O)CCN1CCc2cccc(Cl)c2CC1,1.64,validation
614,CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,4.22,validation
615,O=C(O)c1ccco1,0.64,validation
616,Cc1ssc(=O)c1C,1.73,validation
617,CNC(=O)Oc1ccc(C(C)C)c(C)c1,3.11,validation
618,O=[N+]([O-])c1ccc(C=CBr)o1,2.45,validation
619,CCNc1cccc2ccccc12,3.45,validation
620,COC(=O)c1cnc2ccccc2c1,2.25,validation
621,CCC(C)CO,1.29,validation
622,Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=O,0.05,validation
623,CC1CCCc2ncc(C(N)=O)c(=O)n21,0.04,validation
624,CN1C(=N)SC(=Cc2ccc([N+](=O)[O-])o2)C1=O,1.44,validation
625,CCCC(=O)N(C)SN(C)C(=O)ON=C(C)SC,2.2,validation
626,COC(=O)Nc1cccc(C(C)=O)c1,1.63,validation
627,CCn1c(SCc2nc3c4cnn(C)c4ncn3n2)nnc1-c1cc(C(F)(F)F)n(C)n1,3.85,validation
628,CCCOCc1cc(=O)c(O)co1,0.3,validation
629,CCOC(=O)C(O)c1ccccc1,1.53,validation
630,CC(O)CN,-0.96,validation
631,CCCN=c1[nH]c(SC(F)F)nc(=NCC)[nH]1,3.8,validation
632,CON=C(C(=O)OC)c1ccccc1COc1ccccc1C,3.4,validation
633,CN=C(N)N=C(N)Nc1ccc(Cl)cc1,1.58,validation
634,COC(=O)CC(=O)OC,-0.05,validation
635,CNC(=O)ON=C1CSC(C)(C)S1,1.33,validation
636,N=c1cc[nH]c2c([N+](=O)[O-])cccc12,1.31,validation
637,Nc1ccccc1-c1ccccc1,2.84,validation
638,CC(=O)C(=Cc1cccc(Cl)c1)C(C)=O,2.26,validation
639,CC(C)CCN1C(=O)CC2CCC(C)C3CCC4(C)OOC23C1O4,4.16,validation
640,O=c1cc(-c2ccccc2)oc2cccc(O)c12,4.3,validation
641,Clc1cccc2cccc(Cl)c12,4.3,validation
642,Clc1ccc(Cl)c(-c2ccc(Cl)c(Cl)c2)c1,6.23,validation
643,CC(C(=O)O)c1ccc(-n2cc3c(c2O)CCCC3)cc1,3.07,validation
644,Cc1ccc(C)c2c(C)cccc12,4.9,validation
645,CCSCc1ccccc1OC(=O)NC,2.04,validation
646,FC(F)Oc1ccccc1,2.44,validation
647,CN(C)C(=O)Oc1ccc(Cl)cc1,2.27,validation
648,CC(C)C(NC(=O)OCc1ccccc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,2.43,validation
649,Cn1c(=O)[nH]c2ncn(Cc3ccccc3)c2c1=N,0.07,validation
650,COCN1C(=O)CN=C(c2ccccc2Cl)c2cc(Cl)ccc21,3.23,validation
651,CN(C)C(=S)NCc1ccccc1,1.59,validation
652,CCCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,2.16,validation
653,COc1cc(-n2[nH]c(C)cc2=O)nc(C)n1,0.72,validation
654,CCCCOc1ccc(-c2c[nH]c(SCCc3c[nH]cn3)n2)cc1,4.11,validation
655,CCCCCCCCn1nnnc1Oc1ccc(NC(=O)N(C)C)cc1,3.96,validation
656,Cc1c(S(=O)(=O)c2ccccc2)no[n+]1[O-],2.03,validation
657,Clc1c(Cl)c(Cl)c2c(oc3ccccc32)c1Cl,6.17,validation
658,CNC1CC2CCC1c1ccccc12,2.59,validation
659,Cc1cc(C)n(-c2ccc(-n3cccc3/C=C(\C#N)S(C)(=O)=O)cc2)n1,4.25,validation
660,O=C1CC(Oc2ccc(-c3ccccc3)cc2)N1,2.61,validation
661,CCc1ncc(-c2ccccc2)nc1-c1ccccc1,4.66,validation
662,CC(=O)c1cccc(C(=O)O)c1,1.56,validation
663,CCCN(CCC)C(=O)SCc1ccccc1,4.65,validation
664,CCCCCCCCCCCC[N+](C)(C)CCCS(=O)(=O)[O-],1.65,validation
665,O=C(Nc1ccccc1)c1cccnc1,1.73,validation
666,CCc1ccc2ccccc2c1,4.38,validation
667,CC(C)(C)c1n[nH]c(=N)o1,0.48,validation
668,Cc1nc([N+](=O)[O-])c(Cl)n1C,0.34,validation
669,CS(=O)(=O)CCCOc1ccc([N+](=O)[O-])cc1,0.93,validation
670,O=C(O)CCCC1=NS(=O)(=O)c2cc(Br)ccc2N1,1.02,validation
671,CCCCCCc1ccccc1,5.52,validation
672,OC(O)C(Cl)(Cl)Cl,0.99,validation
673,CCCN1CCN(CCC)C1=S,1.86,validation
674,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,3.73,validation
675,c1ccc(-n2cccc2)cc1,3.08,validation
676,CCCN(C(C)=O)C(C)C,1.48,validation
677,CC(C)(C)c1cc(OC2OC(CO)C(O)C(O)C2O)cc(C(C)(C)C)c1,2.73,validation
678,OCC1CCC(n2cnc3c(Cl)ncnc32)O1,0.24,validation
679,Cc1cccc2cccc(C)c12,4.26,validation
680,COc1cc(C=C[N+](=O)[O-])ccc1O,1.88,validation
